airQualityLevel,observationDateTime,deviceStatus,aqiMajorPollutant,id,airQualityIndex,uv.avgOverTime,o3.avgOverTime,pm2p5.avgOverTime,co2.avgOverTime,pm10.avgOverTime,co.avgOverTime,no2.avgOverTime,airTemperature.avgOverTime,illuminance.avgOverTime,ambientNoise.avgOverTime,so2.avgOverTime,relativeHumidity.avgOverTime,atmosphericPressure.avgOverTime
MODERATE,2022-01-03 06:46:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,180.0,0.0,0.0,109.49,147.86,161.55,0.69,50.99,19.06,3.62,80.41,0.0,84.96,0.94
VERY_POOR,2022-01-03 06:46:23+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,343.0,0.0,13.19,180.7,109.56,276.99,0.84,55.88,19.25,2.94,71.03,3.09,82.45,0.94
MODERATE,2022-01-03 06:46:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,107.0,0.0,2.38,69.53,0.0,99.51,0.88,52.03,20.2,1.85,70.86,3.42,79.17,0.94
SATISFACTORY,2022-01-03 07:01:08+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,89.0,0.0,5.61,43.47,557.69,67.3,0.8,47.14,19.64,18.86,76.63,0.0,77.03,0.93
SATISFACTORY,2022-01-03 07:01:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,81.0,0.0,14.04,48.6,0.0,70.89,1.69,40.95,20.75,0.57,69.03,0.25,76.19,0.87
MODERATE,2022-01-03 07:01:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,148.0,0.0,45.4,80.36,0.0,112.27,0.71,19.97,20.24,3.86,76.52,0.0,74.49,0.93
MODERATE,2022-01-03 07:01:09+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,102.0,0.0,93.36,56.08,211.91,78.44,1.31,0.0,18.29,0.47,78.57,0.0,83.5,1.69
VERY_POOR,2022-01-03 07:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,333.0,0.0,0.0,189.67,254.91,273.64,0.8,57.7,19.98,5.04,80.17,0.0,77.03,0.94
VERY_POOR,2022-01-03 07:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,353.0,0.0,0.04,236.01,613.14,344.4,1.62,38.08,20.01,1.21,61.71,0.0,77.26,0.94
MODERATE,2022-01-03 07:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,152.0,0.0,0.32,102.59,131.69,149.84,0.86,74.44,18.33,2.73,64.02,0.0,82.2,0.94
POOR,2022-01-03 07:01:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,259.0,0.0,0.0,136.81,0.0,208.24,1.76,65.48,19.63,2.05,67.28,1.52,83.53,0.94
MODERATE,2022-01-03 07:01:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,174.0,0.0,4.09,97.16,81.1,153.45,2.24,83.83,20.14,2.89,73.97,6.04,71.85,0.93
POOR,2022-01-03 07:01:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,232.0,0.0,39.28,,0.0,,1.42,27.4,20.88,1.13,72.36,0.0,72.4,0.94
VERY_POOR,2022-01-03 07:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/83cdf03d-5787-7052-08aa-143cfbfb807d,316.0,0.0,22.04,120.83,418.95,166.82,1.75,38.46,18.89,1.54,58.05,1.64,86.08,0.94
SATISFACTORY,2022-01-03 07:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,84.0,0.0,10.93,65.7,0.0,91.07,1.01,47.07,20.3,5.56,76.32,0.0,77.77,0.94
MODERATE,2022-01-03 07:01:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,105.0,0.0,29.18,53.86,0.0,74.76,1.84,46.79,18.36,4.27,81.94,0.01,81.18,0.46
MODERATE,2022-01-03 07:01:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,104.0,0.0,8.12,62.43,478.8,88.44,1.95,45.99,19.9,3.27,70.41,1.31,82.57,0.94
VERY_POOR,2022-01-03 07:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,324.0,0.0,0.0,201.35,267.72,287.39,1.52,75.85,20.61,1.38,71.95,0.28,75.66,0.94
SATISFACTORY,2022-01-03 07:01:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,82.0,0.0,22.38,29.75,99.15,43.37,1.93,44.82,19.17,8.17,59.91,0.26,81.0,0.95
SATISFACTORY,2022-01-03 07:01:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,89.0,0.0,5.38,23.03,972.68,33.42,1.42,0.0,18.53,1.65,73.59,0.0,89.25,0.94
POOR,2022-01-03 07:01:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,216.0,0.0,0.49,126.53,0.0,179.53,1.35,38.47,20.17,9.05,62.11,2.97,80.57,0.94
POOR,2022-01-03 07:01:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,254.0,0.0,0.0,183.26,416.99,253.57,0.82,41.35,18.28,0.2,75.86,1.94,81.97,0.94
POOR,2022-01-03 07:01:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,253.0,0.0,5.29,121.41,0.0,168.57,1.47,32.39,19.8,1.81,81.57,2.53,84.97,0.94
POOR,2022-01-03 07:01:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,254.0,0.0,0.0,183.26,416.99,253.57,0.82,41.35,18.28,0.2,75.86,1.94,81.97,0.94
VERY_POOR,2022-01-03 07:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,323.0,0.0,18.04,214.92,524.78,363.38,1.34,26.5,20.44,4.32,79.16,0.13,80.85,0.94
VERY_POOR,2022-01-03 07:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,329.0,0.0,25.35,209.35,127.41,296.99,0.6,60.99,19.63,1.19,74.88,3.6,75.83,0.89
VERY_POOR,2022-01-03 07:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,355.0,0.0,32.1,252.49,218.43,373.0,1.22,13.47,19.81,5.77,78.88,0.45,83.01,0.94
POOR,2022-01-03 07:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,212.0,0.0,11.64,133.98,51.5,192.01,1.69,31.76,20.58,1.85,71.72,0.0,76.42,0.62
MODERATE,2022-01-03 07:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,156.0,0.0,0.0,120.67,293.38,173.98,0.78,23.48,23.29,51.19,67.79,0.0,65.3,0.89
POOR,2022-01-03 07:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,220.0,0.0,0.19,120.95,413.06,210.65,1.26,62.66,20.53,2.12,81.54,0.0,76.38,0.94
SATISFACTORY,2022-01-03 07:01:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,96.0,0.0,13.02,97.84,0.0,144.82,1.42,43.6,20.58,2.96,73.02,3.91,78.89,0.94
MODERATE,2022-01-03 07:01:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,105.0,0.0,14.73,56.84,307.11,82.98,1.38,3.01,19.59,1.69,77.36,0.0,85.07,0.94
POOR,2022-01-03 07:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,240.0,0.0,1.0,124.15,350.75,188.66,2.03,9.94,19.48,1.05,76.06,1.59,83.1,0.94
VERY_POOR,2022-01-03 07:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,323.0,,19.71,206.21,311.45,294.31,1.1,37.39,19.44,0.3,73.68,0.0,84.15,0.94
SATISFACTORY,2022-01-03 07:01:16+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,55.0,0.0,1.08,17.11,512.87,26.68,0.47,43.04,19.58,0.58,102.01,0.8,74.51,0.94
VERY_POOR,2022-01-03 07:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,314.0,0.0,11.16,195.84,400.38,286.04,1.06,42.37,19.47,0.18,62.35,2.21,80.02,0.94
MODERATE,2022-01-03 07:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,129.0,0.0,0.0,102.82,62.69,141.82,1.6,31.42,20.25,1.38,75.7,0.06,78.63,0.94
POOR,2022-01-03 07:01:17+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,290.0,0.0,2.82,158.95,488.25,228.32,1.12,87.88,20.85,0.99,76.51,1.33,77.32,0.94
SATISFACTORY,2022-01-03 07:01:17+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,89.0,0.0,4.17,42.47,0.0,83.35,1.38,71.48,20.78,1.27,78.03,5.32,75.81,0.93
MODERATE,2022-01-03 07:01:18+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,186.0,0.0,0.27,121.3,352.13,195.1,1.49,51.79,18.09,23.82,72.61,0.0,79.48,0.94
MODERATE,2022-01-03 07:01:18+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,103.0,0.0,6.05,45.55,427.29,61.54,1.05,0.04,20.02,2.46,79.29,1.57,84.28,0.94
SATISFACTORY,2022-01-03 07:01:18+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,84.0,0.0,32.91,32.83,333.88,46.71,0.95,38.95,17.69,18.61,65.38,4.96,89.68,0.94
VERY_POOR,2022-01-03 07:01:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,328.0,0.0,23.43,202.44,418.05,294.25,0.62,72.27,20.04,0.32,78.13,0.0,79.63,0.92
MODERATE,2022-01-03 07:01:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,180.0,0.0,0.0,113.49,150.84,167.45,0.66,49.93,18.97,3.76,83.04,0.0,85.09,0.94
VERY_POOR,2022-01-03 07:01:23+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,344.0,0.0,13.79,173.34,109.64,261.44,0.84,55.22,19.09,3.21,71.5,3.11,82.8,0.94
MODERATE,2022-01-03 07:01:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,108.0,0.0,3.22,72.43,0.0,101.74,0.94,52.04,20.24,1.92,70.88,3.54,78.27,0.94
SATISFACTORY,2022-01-03 07:16:08+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,87.0,0.0,5.02,44.86,566.84,78.58,0.94,47.97,19.57,23.97,77.27,0.0,77.23,0.93
VERY_POOR,2022-01-03 07:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,334.0,0.0,0.0,207.28,257.46,301.13,0.79,54.89,19.95,6.68,80.93,0.0,76.75,0.94
SATISFACTORY,2022-01-03 07:16:08+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,95.0,0.0,91.14,58.28,215.34,82.81,1.53,0.0,18.25,2.56,79.33,0.0,83.66,1.69
MODERATE,2022-01-03 07:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,136.0,0.0,44.23,78.59,0.0,108.99,0.86,20.92,20.22,9.18,76.69,0.0,74.37,0.93
VERY_POOR,2022-01-03 07:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,351.0,0.0,0.07,246.73,647.59,362.36,1.98,42.55,19.84,8.56,62.03,0.0,77.72,0.94
SATISFACTORY,2022-01-03 07:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,79.0,0.0,14.63,58.28,0.0,84.31,1.9,39.48,20.79,2.36,68.96,0.26,75.78,0.87
POOR,2022-01-03 07:16:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,265.0,0.0,0.0,188.65,421.13,260.97,0.88,41.59,18.18,1.39,75.63,2.14,82.13,0.94
POOR,2022-01-03 07:16:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,265.0,0.0,0.0,188.65,421.13,260.97,0.88,41.59,18.18,1.39,75.63,2.14,82.13,0.94
SATISFACTORY,2022-01-03 07:16:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,84.0,0.0,10.55,59.12,0.0,82.23,0.95,47.18,20.2,14.44,75.84,0.0,77.86,0.94
POOR,2022-01-03 07:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,258.0,0.0,0.0,133.07,0.0,200.23,1.74,64.58,19.52,4.87,67.32,1.5,83.72,0.94
POOR,2022-01-03 07:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,232.0,0.0,39.39,,0.0,,1.44,26.52,20.75,1.76,72.25,0.0,72.69,0.94
MODERATE,2022-01-03 07:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,152.0,0.0,0.33,100.39,128.44,143.37,0.98,78.39,18.36,7.78,63.7,0.0,81.72,0.94
MODERATE,2022-01-03 07:16:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,100.0,0.0,8.3,59.64,483.15,86.8,2.26,48.39,19.79,5.62,70.52,1.66,82.99,0.94
MODERATE,2022-01-03 07:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,167.0,0.0,3.58,86.97,77.68,137.38,1.96,85.35,20.18,12.19,74.12,5.67,70.1,0.93
VERY_POOR,2022-01-03 07:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,325.0,0.0,1.64,217.72,287.13,316.73,1.85,63.86,20.68,1.49,72.57,0.78,75.62,0.94
SATISFACTORY,2022-01-03 07:16:11+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,75.0,0.0,23.18,29.2,98.72,42.68,2.01,44.66,19.1,15.81,59.95,0.42,81.1,0.95
VERY_POOR,2022-01-03 07:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/83cdf03d-5787-7052-08aa-143cfbfb807d,316.0,0.0,21.63,117.85,415.5,158.11,1.72,38.71,18.79,3.31,58.05,1.69,86.12,0.94
POOR,2022-01-03 07:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,255.0,0.0,4.96,123.18,0.0,171.66,1.51,31.44,19.76,3.99,82.22,2.53,84.83,0.94
MODERATE,2022-01-03 07:16:11+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,101.0,0.0,29.41,49.36,0.0,68.68,2.06,48.1,18.38,10.8,82.23,0.07,80.99,0.46
POOR,2022-01-03 07:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,220.0,0.0,0.55,127.0,0.0,180.27,1.45,38.45,20.16,9.95,61.65,3.27,80.6,0.94
MODERATE,2022-01-03 07:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,163.0,0.0,0.0,130.36,296.28,187.76,0.79,23.68,23.23,54.51,68.37,0.0,65.25,0.89
SATISFACTORY,2022-01-03 07:16:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,80.0,0.0,6.98,23.03,973.19,32.37,1.39,0.08,18.4,6.67,73.98,0.0,89.33,0.94
POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,215.0,0.0,10.47,133.48,59.28,195.32,1.96,35.03,20.55,8.08,72.53,0.0,76.42,0.94
SATISFACTORY,2022-01-03 07:16:13+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,55.0,0.0,1.01,17.27,510.52,27.02,0.48,44.22,19.43,1.05,102.01,0.87,74.59,0.94
VERY_POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,329.0,0.0,25.8,220.67,131.31,314.28,0.59,60.07,19.6,1.14,74.63,3.56,75.53,0.89
POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,241.0,0.0,1.13,130.76,353.81,200.04,2.15,8.81,19.38,2.51,76.73,1.79,83.33,0.94
VERY_POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,323.0,0.0,16.48,174.19,525.64,304.81,1.44,27.51,20.35,4.6,82.42,0.19,80.86,0.94
POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,220.0,0.0,0.0,133.21,413.36,261.14,1.23,58.82,20.57,3.82,81.87,0.0,76.38,0.94
VERY_POOR,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,356.0,0.0,29.95,246.37,220.71,362.17,1.39,16.05,19.77,12.25,80.42,0.77,82.88,0.94
SATISFACTORY,2022-01-03 07:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,95.0,0.0,12.55,90.5,0.0,133.84,1.52,44.06,20.53,3.34,73.76,3.84,78.85,0.94
MODERATE,2022-01-03 07:16:14+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,100.0,0.0,11.47,48.54,420.8,65.6,1.05,0.04,19.96,3.05,80.47,1.16,84.64,0.94
SATISFACTORY,2022-01-03 07:16:14+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,83.0,0.0,32.53,33.93,358.39,47.76,1.1,38.22,17.58,25.48,66.01,5.4,90.05,0.94
VERY_POOR,2022-01-03 07:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,324.0,,20.05,194.67,308.4,260.98,1.18,37.69,19.34,6.55,73.33,0.0,84.5,0.94
